state,date,critical_staffing_shortage_today_yes,inpatient_beds,inpatient_beds_used,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,staffed_icu_adult_patients_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,deaths_covid
RI,2021/11/18,1,"2,472","2,189",10,0,20,95,0,"2,189","2,472",4
MT,2020/07/16,1,"2,653","1,408",16,0,7,29,14,"1,388","2,222",3
AZ,2021/10/19,1,"15,924","11,800",199,5,431,"1,498",25,"11,800","15,924",85
OH,2020/12/31,1,"32,484","23,191",607,9,"1,055","4,487",27,"23,191","32,484",81
WA,2020/07/27,1,"8,558","7,861",29,0,108,399,2,"5,188","8,558",5
ID,2021/11/02,1,"3,112","2,403",42,2,143,460,6,"2,403","3,112",9
ND,2021/01/26,1,"2,066","1,411",12,1,23,95,0,"1,411","2,066",0
ID,2021/03/12,1,"3,710","2,228",18,0,32,134,1,"2,228","3,710",2
RI,2020/07/14,1,"2,156","1,738",0,0,0,0,0,"1,738","2,071",0
OK,2020/06/30,1,"12,693","6,478",,,,9,,"6,448","12,514",2
NM,2021/05/11,1,"4,260","2,935",23,0,44,148,3,"2,935","4,260",0
MT,2020/12/13,1,"3,170","2,099",48,0,71,352,1,"2,099","3,170",8
VA,2021/08/10,1,"17,597","13,088",125,11,208,777,11,"13,088","17,597",10
MO,2022/01/04,1,"15,355","12,486",347,19,666,"2,636",97,"12,486","15,355",39
MS,2020/03/12,1,225,39,,,,,,39,98,0
CA,2021/07/16,1,"63,996","49,579",310,3,431,"1,891",28,"49,579","63,996",18
OK,2020/04/22,1,"10,435","5,179",,,,0,,"4,952","10,227",11
NC,2021/05/04,1,"22,132","17,077",118,3,273,954,12,"17,077","22,132",21
MT,2021/01/20,1,"3,220","2,131",30,0,26,141,1,"2,131","3,220",1
IA,2020/05/08,1,"8,777","4,201",7,,28,65,,"4,192","8,591",6
NH,2021/03/19,1,"3,132","2,281",10,0,20,65,1,"2,281","3,132",0
CT,2021/07/21,1,"8,430","6,869",11,0,17,70,1,"6,869","8,430",0
CA,2020/12/26,1,"67,477","50,484","2,090",18,"4,184","19,392",121,"50,484","67,477",343
ME,2020/04/18,1,"2,916","1,383",,,,,,"1,362","2,864",0
MD,2020/07/06,1,"8,414","6,349",,,,,,"6,349","8,308",0
MS,2020/03/03,1,29,10,,,,,,10,29,0
AK,2021/06/13,1,"1,669","1,023",1,0,6,19,0,"1,023","1,669",0
NV,2021/10/28,1,"8,558","6,868",69,2,149,604,5,"6,868","8,558",16
AZ,2020/09/06,1,"12,342","9,257",59,3,159,401,13,"7,709","12,342",6
VT,2021/10/09,1,"1,237",897,8,0,10,31,2,897,"1,237",0
OK,2020/05/09,1,"8,485","4,408",,,,7,,"3,437","7,748",4
VT,2020/09/13,1,795,391,0,0,0,1,0,391,795,0
HI,2020/11/01,1,"2,601","1,793",9,0,10,67,0,"1,783","2,601",0
OK,2021/04/18,1,"10,678","6,849",33,0,56,214,21,"6,849","10,678",2
MT,2020/08/03,1,"2,205","1,612",15,0,16,84,0,"1,458","2,049",69
RI,2020/11/14,1,"2,318","2,030",14,0,28,272,4,"2,030","2,318",0
AR,2021/12/09,1,"9,456","7,118",77,2,189,470,8,"7,118","9,456",2
LA,2020/10/01,1,"14,174","9,462",74,0,184,"1,007",1,"9,462","14,174",4
IL,2020/10/25,1,"31,183","20,191",271,5,519,"2,073",26,"19,797","31,183",20
FL,2021/12/04,1,"58,617","44,823",172,5,250,960,17,"44,823","58,617",13
KY,2021/10/11,1,"10,429","8,138",88,2,367,"1,258",13,"8,138","10,429",24
FL,2021/05/05,1,"58,987","47,060",438,8,770,"3,221",43,"47,060","58,987",28
MD,2021/06/27,1,"11,602","9,006",20,0,26,119,5,"9,006","11,602",1
GA,2021/12/11,1,"23,244","17,901",153,6,283,947,20,"17,901","23,244",6
FL,2022/01/18,1,"56,629","47,224","1,940",59,"1,612","11,300",209,"47,224","56,629",68
ID,2021/03/23,1,"3,421","2,101",18,0,35,137,1,"2,101","3,421",1
MA,2021/11/13,1,"18,115","15,512",79,2,129,438,6,"15,512","18,115",4
OK,2021/03/26,1,"11,020","7,558",54,2,80,274,30,"7,558","11,020",6
WV,2021/09/29,1,"6,014","4,938",92,1,307,"1,052",12,"4,938","6,014",30
AZ,2020/11/27,1,"16,211","10,724",274,1,511,"2,056",11,"10,724","16,211",32
WV,2020/11/12,1,"6,307","4,902",60,1,113,361,2,"4,902","6,307",3
GA,2020/03/07,1,449,322,,,,,,322,449,0
WV,2022/01/27,1,"5,714","4,890",156,5,206,"1,209",24,"4,890","5,714",0
CO,2020/07/30,1,"9,086","5,896",54,1,96,263,60,"5,759","9,086",4
TX,2020/08/26,1,"62,778","45,626",503,14,"1,689","4,733",45,"45,433","62,778",62
DE,2020/05/17,1,"2,816","1,715",,,,,,"1,715","2,780",6
WI,2021/09/02,1,"13,382","9,486",205,2,294,"1,016",6,"9,486","13,382",11
KY,2020/07/27,1,"11,755","7,388",113,0,107,314,6,"7,318","11,755",10
NV,2021/01/13,1,"8,745","7,038",153,1,421,"1,754",10,"7,038","8,745",26
AR,2020/11/21,1,"9,358","6,508",133,0,285,865,9,"6,508","9,358",17
LA,2021/01/10,1,"14,168","9,532",231,3,497,"1,969",11,"9,532","14,168",37
ND,2021/09/12,1,"2,316","1,739",12,0,37,164,1,"1,739","2,316",3
WV,2022/01/03,1,"5,527","4,492",78,4,173,733,11,"4,492","5,527",1
LA,2021/11/15,1,"12,599","9,002",30,0,80,283,5,"9,002","12,599",0
OH,2022/01/11,1,"27,637","22,728",902,53,"1,310","6,697",200,"22,728","27,637",79
MI,2022/01/28,1,"22,416","18,198",403,9,614,"3,461",88,"18,198","22,416",38
VI,2020/08/21,1,188,96,2,0,3,8,0,96,188,0
IL,2020/11/27,1,"31,652","20,548",469,7,"1,135","5,043",30,"20,548","31,652",63
MN,2021/03/05,1,"10,006","7,469",36,1,53,210,9,"7,469","10,006",0
NY,2020/12/25,1,"55,467","34,397",998,9,"1,189","7,069",46,"34,397","55,467",104
MI,2021/09/05,1,"22,866","17,436",134,3,336,"1,133",17,"17,436","22,866",12
WV,2020/06/19,1,"6,229","4,253",,,,,,"4,253","6,019",1
OH,2022/01/16,1,"30,257","23,670",782,34,"1,243","6,163",176,"23,670","30,257",91
CT,2020/12/27,1,"8,479","6,016",132,2,236,"1,234",7,"6,016","8,479",17
TN,2021/11/18,1,"20,316","14,808",92,1,216,731,8,"14,808","20,316",24
TN,2020/06/29,1,"21,119","13,152",,,,,,"13,152","20,698",3
HI,2020/07/26,1,"1,694","1,641",4,0,7,28,0,"1,054","1,622",0
CT,2021/09/12,1,"8,433","6,617",39,2,96,331,3,"6,617","8,433",4
NM,2020/04/06,1,"2,101",688,,,,,,688,"1,263",2
WV,2022/02/02,1,"5,743","4,917",142,3,226,"1,208",20,"4,917","5,743",0
LA,2021/11/24,1,"12,645","8,859",25,1,77,261,4,"8,859","12,645",0
MT,2020/11/18,1,"3,124","2,263",90,1,87,451,3,"2,263","3,124",7
MT,2020/09/25,1,"2,787","2,089",38,7,29,144,2,"1,945","2,787",1
ID,2020/12/09,1,"3,736","2,294",59,1,103,436,4,"2,294","3,736",3
PR,2020/03/24,1,363,84,,,,,,84,213,0
MS,2020/07/18,1,"5,276","3,701",73,1,370,530,8,"3,668","5,276",11
UT,2021/08/27,1,"6,322","4,112",68,1,173,455,0,"4,112","6,322",3
CA,2021/02/03,1,"67,269","53,778","1,303",15,"3,647","13,337",126,"53,778","67,269",316
MO,2021/05/09,1,"16,725","12,765",53,4,157,549,15,"12,765","16,725",6
GA,2021/09/21,1,"21,224","17,512",476,14,"1,392","4,479",69,"17,512","21,224",67
MA,2021/04/09,1,"19,185","16,092",93,9,174,518,12,"16,092","19,185",2
HI,2021/01/31,1,"2,653","1,823",7,0,21,74,0,"1,823","2,653",1
VI,2020/05/06,1,82,68,,,,,,68,82,
WY,2020/09/08,1,"1,490",535,8,0,4,14,0,535,"1,490",0
FL,2022/01/15,1,"60,257","48,613","1,956",84,"1,539","11,010",241,"48,613","60,257",65
MI,2020/03/01,1,4,0,,,,,,0,4,0
TN,2021/06/13,1,"20,053","12,330",24,1,108,318,6,"12,330","19,096",4
MD,2021/12/25,1,"11,489","8,774",247,4,312,"1,578",23,"8,774","11,489",18
DC,2020/11/13,1,"3,692","2,989",11,1,26,133,6,"2,989","3,692",0
VT,2021/03/15,1,"1,301",782,5,0,3,28,0,782,"1,301",0
VI,2021/02/26,1,160,111,1,0,3,5,0,111,160,0
VA,2022/02/03,1,"17,923","13,524",313,8,480,"2,375",56,"13,524","17,923",37
NJ,2020/06/05,1,"16,940","11,280",,,,,,"11,280","16,389",9
MD,2020/10/21,1,"11,501","9,558",58,2,137,443,2,"9,558","11,501",7
MD,2021/02/17,1,"11,897","9,446",110,0,269,"1,027",7,"9,446","11,897",20
CO,2020/06/27,1,"7,555","3,797",,,,,,"3,773","7,393",1
WV,2022/02/01,1,"5,692","4,804",120,2,228,"1,221",24,"4,804","5,692",0
VI,2021/11/23,1,168,89,0,0,0,0,0,89,168,0
CT,2021/04/05,1,"7,881","5,804",89,0,121,510,3,"5,804","7,881",3
OH,2020/07/24,1,"27,738","20,566",134,4,268,785,6,"19,491","27,738",8
ID,2021/12/19,1,"3,290","2,171",16,0,86,242,1,"2,171","3,290",2
NV,2020/04/26,1,"4,812","2,930",,,,139,,"2,922","4,642",6
HI,2020/04/26,1,872,"1,967",0,,,,,552,872,0
WA,2020/06/03,1,"11,150","8,153",,,,,,"8,153","11,007",1
MS,2020/12/30,1,"8,873","5,938",177,0,317,"1,234",12,"5,938","8,873",31
AL,2021/04/17,1,"15,497","10,934",65,4,106,334,3,"10,934","15,497",2
AK,2021/06/17,1,"1,637","1,046",1,0,5,13,0,"1,046","1,637",0
NY,2021/01/20,1,"54,283","41,652",934,11,"1,580","9,300",57,"41,652","54,283",149
KY,2021/03/18,1,"14,490","8,724",121,3,102,426,5,"8,724","14,490",17
HI,2020/08/13,1,"1,565","1,757",24,1,32,153,2,"1,139","1,565",1
PR,2021/02/28,1,"9,485","5,586",13,0,28,108,3,"5,586","9,485",1
KY,2020/04/26,1,"12,863","5,669",,,,,,"5,669","12,362",13
AL,2020/07/02,1,"15,508","10,737",,,,,,"10,737","14,700",16
AS,2021/11/18,1,150,58,0,0,0,0,0,58,150,0
IN,2021/05/04,1,"17,515","11,480",127,1,200,727,10,"11,480","17,515",7
ID,2021/07/11,1,"3,769","2,174",12,0,38,97,1,"2,174","3,769",0
KS,2020/05/17,1,"6,133","2,327",,,,,,"2,327","6,017",1
WI,2021/08/14,1,"13,038","8,687",130,2,185,619,2,"8,687","13,038",5
ND,2020/03/03,1,29,4,,,,,,4,29,0
NE,2021/01/09,1,"4,691","3,059",51,4,118,475,14,"3,059","4,691",10
RI,2020/07/05,1,"1,664","1,225",0,0,0,0,0,"1,225","1,579",0
FL,2021/09/13,1,"55,675","46,120",970,41,"2,701","10,534",144,"46,120","55,675",180
GA,2022/02/02,1,"23,183","19,565",576,14,858,"4,509",126,"19,565","23,183",36
WA,2020/10/25,1,"11,803","9,041",29,1,84,301,2,"7,380","11,803",9
IA,2021/09/18,1,"7,862","5,154",82,3,146,539,12,"5,154","7,862",8
TX,2020/02/12,1,43,38,,,,,,38,43,
TX,2020/08/20,1,"64,182","47,705",596,19,"1,993","5,768",68,"47,512","64,182",99
IN,2020/07/12,1,"15,013","6,537",,,,,,"6,537","11,280",33
TN,2021/06/05,1,"20,089","13,393",31,2,147,376,7,"13,393","19,517",4
OR,2020/08/03,1,"4,124","3,614",11,0,35,137,1,"2,777","4,124",464
IL,2021/06/19,1,"31,681","21,462",48,1,101,340,12,"21,462","31,681",10
DC,2021/01/20,1,"3,737","2,926",23,4,76,292,15,"2,926","3,737",1
WV,2020/11/10,1,"5,894","4,326",37,1,95,301,2,"4,326","5,894",8
VT,2020/06/17,1,"1,267",721,,,,,,721,"1,195",0
MO,2020/07/19,1,"10,881","7,085",55,4,174,532,9,"6,646","10,881",3
ME,2020/03/19,1,141,94,,,,,,94,141,0
NJ,2020/12/10,1,"22,971","17,755",476,4,619,"3,415",14,"17,755","22,971",54
MD,2020/09/28,1,"9,674","7,239",43,1,75,342,6,"7,239","9,674",5
IN,2020/11/26,1,"18,731","12,203",382,13,709,"2,672",19,"12,203","18,731",34
TN,2021/10/22,1,"20,222","14,437",108,3,376,"1,257",17,"14,437","20,165",26
WA,2020/04/08,1,"11,959","7,163",,,,,,"7,163","11,285",10
MI,2020/09/03,1,"22,303","16,721",38,0,126,389,2,"16,548","22,303",6
MN,2021/10/08,1,"10,326","8,468",135,4,244,915,16,"8,468","10,326",7
MN,2022/01/10,1,"9,284","7,803",136,11,264,"1,487",64,"7,803","9,284",8
DC,2020/08/01,1,"2,721","2,034",16,1,18,99,8,"2,034","2,721",1
AL,2021/05/27,1,"15,513","11,784",49,1,94,295,3,"11,784","15,513",0
MD,2021/12/14,1,"10,851","8,945",159,1,250,"1,127",14,"8,945","10,851",32
AZ,2020/03/29,1,"3,376","2,596",,,,,,"2,596","3,376",0
ND,2021/06/01,1,"2,073","1,360",1,0,11,39,0,"1,360","2,073",1
KS,2020/12/19,1,"8,804","5,214",172,1,242,"1,018",3,"5,214","8,804",13
AL,2020/11/27,1,"15,532","10,669",204,1,453,"1,539",9,"10,669","15,532",12
MS,2021/06/01,1,"8,105","4,800",31,1,43,146,2,"4,800","8,105",5
HI,2020/05/07,1,"1,821","1,971",1,,,,,"1,107","1,821",0
OH,2020/08/27,1,"30,091","21,628",96,3,243,797,10,"21,628","30,091",8
PA,2020/03/05,1,71,40,,,,,,40,71,0
CA,2021/07/18,1,"63,041","46,851",310,5,493,"1,990",30,"46,851","63,041",24
NV,2021/07/21,1,"8,812","7,016",124,4,203,939,15,"7,016","8,812",13
NH,2021/04/25,1,"3,124","2,107",13,0,21,85,1,"2,107","3,124",0
MN,2020/03/12,1,67,6,,,,,,6,21,0
NV,2020/03/13,1,85,16,,,,,,16,85,0
VA,2021/09/21,1,"17,729","13,475",198,9,484,"1,874",16,"13,475","17,729",33
IN,2021/05/01,1,"19,166","12,191",108,3,191,667,8,"12,191","19,166",5
IA,2021/07/18,1,"8,015","4,802",14,0,23,86,2,"4,802","8,015",0
IN,2020/01/19,1,30,8,,,,,,8,30,0
VI,2022/01/20,1,168,110,7,2,3,29,2,110,168,
KS,2020/03/23,1,684,226,,,,,,226,623,0
NC,2020/12/31,1,"24,073","18,285",440,6,784,"3,224",32,"18,285","24,073",58
AK,2020/06/20,1,"1,769",916,,,0,,,916,"1,769",0
WY,2021/08/27,1,"1,729",866,34,4,41,181,1,866,"1,729",0
WY,2021/03/27,1,"1,735",734,1,0,7,16,0,734,"1,735",1
VA,2021/05/14,1,"18,295","13,228",64,1,173,558,3,"13,228","18,295",6
RI,2020/12/26,1,"2,478","2,193",21,0,54,421,2,"2,193","2,478",16
MI,2022/01/17,1,"21,479","17,605",460,19,796,"4,474",97,"17,605","21,479",60
OK,2021/01/06,1,"10,981","8,306",428,6,533,"2,076",67,"8,306","10,981",42
NH,2020/11/03,1,"3,208","2,228",2,0,10,34,0,"2,228","3,208",0
AR,2020/07/23,1,"7,093","4,816",51,2,214,371,38,"4,812","7,093",8
VA,2021/03/31,1,"18,297","13,530",105,4,230,861,12,"13,530","18,297",11
KS,2020/09/08,1,"7,822","4,470",30,0,78,217,4,"4,317","7,805",2
WY,2021/01/31,1,"1,764",684,11,0,13,54,3,684,"1,764",1
PR,2020/06/09,1,"8,393","4,068",,,,,,"3,956","8,205",0
UT,2021/05/16,1,"6,247","3,493",18,0,47,124,0,"3,493","6,247",1
SD,2021/09/10,1,"2,869","1,776",27,1,64,190,3,"1,776","2,869",0
MA,2020/06/02,1,"17,606","12,500",,,,,,"12,500","17,487",36
IA,2021/08/04,1,"8,016","5,238",44,2,62,210,4,"5,238","8,016",2
MI,2020/11/09,1,"23,191","17,507",351,5,547,"2,497",11,"17,507","23,191",30
MO,2021/07/13,1,"15,415","12,544",171,5,434,"1,161",23,"12,544","15,415",20
AR,2021/03/13,1,"9,331","6,231",26,0,85,226,4,"6,231","9,331",4
VT,2021/03/23,1,"1,304",878,6,0,5,27,0,878,"1,304",1
AR,2021/03/02,1,"7,782","5,472",39,1,137,359,3,"5,472","7,782",10
HI,2020/01/13,1,4,0,,,,,,0,4,0
MT,2021/12/21,1,"2,758","1,870",15,1,44,122,2,"1,870","2,758",1
UT,2021/02/27,1,"6,188","3,524",30,5,90,199,0,"3,524","6,188",0
PR,2020/10/04,1,"9,520","5,209",39,2,36,211,9,"5,209","9,520",5
MT,2020/04/08,1,"1,286",429,,,,,,429,950,0
MA,2021/09/11,1,"18,908","16,036",97,1,159,490,6,"16,036","18,908",3
WV,2020/06/29,1,"5,983","3,711",,,,,,"3,711","5,773",0
WI,2021/09/19,1,"13,024","8,831",186,7,329,"1,129",12,"8,831","13,024",13
TX,2020/02/01,1,786,34,,,,,,34,60,0
CO,2020/06/07,1,"7,743","3,723",,,,,,"3,632","7,559",1
VT,2020/07/13,1,"1,200",713,,,,,,713,"1,153",0
KS,2020/07/27,1,"7,009","3,974",27,0,63,201,10,"3,923","7,009",9
NY,2020/09/05,1,"42,741","29,675",72,2,115,435,10,"28,093","42,605",8
OR,2020/08/09,1,"4,105","3,684",15,0,54,125,0,"2,786","4,105",483
GA,2020/09/15,1,"18,697","14,738",184,10,488,"1,576",35,"14,484","18,592",23
MO,2020/06/24,1,"20,964","12,719",,,,,,"12,719","20,575",5
IL,2021/07/03,1,"31,716","21,184",37,1,64,284,5,"21,184","31,716",6
WA,2021/10/28,1,"12,498","10,525",96,0,271,"1,062",6,"10,525","12,498",13
MT,2020/11/08,1,"3,068","2,136",69,6,81,432,8,"2,124","3,068",7
NC,2020/02/01,1,72,50,,,,,,50,72,0
NY,2020/05/08,1,"33,904","24,111",0,0,0,2,0,"21,029","33,064",135
FL,2020/04/26,1,"29,698","15,363",,,,,,"14,145","29,585",28
MT,2020/04/21,1,"2,770","1,061",,,,,,892,"2,454",1
HI,2020/08/10,1,"1,683","1,670",16,1,28,148,2,"1,115","1,683",1
AZ,2020/09/30,1,"12,419","10,083",51,1,89,328,116,"8,431","12,419",4
KY,2020/11/05,1,"14,084","10,300",312,3,312,"1,060",15,"10,300","14,084",10
LA,2022/01/13,1,"12,836","9,897",413,6,432,"2,074",58,"9,897","12,836",17
HI,2020/05/18,1,"1,965","1,914",1,,,,,"1,175","1,965",0
MS,2021/03/28,1,"8,621","5,296",17,0,71,233,5,"5,296","8,621",3
AZ,2021/11/25,1,"17,151","12,851",291,8,613,"2,342",27,"12,851","17,151",99
RI,2020/08/02,1,"1,769","1,887",3,0,12,60,0,"1,777","1,769",0
TX,2021/04/25,1,"67,956","46,257",352,14,837,"2,709",60,"46,257","67,956",31
VA,2021/06/08,1,"17,070","12,222",31,0,79,265,4,"12,222","17,070",8
AZ,2021/06/17,1,"17,247","12,193",70,5,75,323,5,"12,193","17,247",5
SC,2021/02/17,1,"10,779","8,667",131,3,245,"1,018",7,"8,667","10,779",15
NM,2020/04/10,1,"2,256",808,,,,,,808,"1,418",1
CA,2020/05/29,1,"69,167","42,442",,,,84,,"42,442","68,134",93
NV,2020/07/24,1,"8,586","6,185",0,1,293,978,8,"6,185","8,586",14
HI,2021/05/13,1,"2,635","1,886",6,0,8,50,3,"1,886","2,635",0
WV,2020/12/18,1,"6,245","4,717",82,0,184,773,2,"4,717","6,245",16
KS,2021/03/14,1,"8,848","4,743",11,1,42,185,1,"4,743","8,848",1
OR,2021/06/25,1,"7,087","5,309",12,1,35,147,5,"5,309","7,087",1
SD,2022/02/07,1,"2,209","1,416",23,0,60,282,6,"1,416","2,209",2
VA,2020/08/08,1,"17,491","11,003",61,5,158,667,9,"10,979","17,491",4
IN,2021/02/17,1,"18,821","11,682",120,5,180,712,14,"11,682","18,821",17
TN,2020/11/06,1,"20,518","13,212",183,1,459,"1,518",6,"13,212","19,688",52
NC,2021/05/09,1,"23,877","17,420",89,2,256,897,12,"17,420","23,877",16
TN,2020/07/13,1,"28,159","16,144",72,,189,497,0,"16,144","27,587",11
DC,2020/05/27,1,"2,922","2,051",,,,,,"2,051","2,785",7
SC,2020/04/12,1,"9,028","4,614",,,,,,"4,614","9,028",11
DE,2021/07/07,1,"3,427","2,532",5,0,6,21,0,"2,532","3,427",0
MT,2020/01/15,1,36,17,,,,,,17,36,0
OK,2021/05/06,1,"10,805","7,534",22,3,64,183,22,"7,534","10,805",2
AZ,2021/05/26,1,"17,194","12,103",77,2,102,380,8,"12,103","17,194",3
UT,2021/01/30,1,"6,217","3,822",68,2,134,398,0,"3,822","6,217",2
DC,2021/02/10,1,"3,736","2,940",24,1,61,265,6,"2,940","3,736",6
AK,2021/04/14,1,"1,674","1,053",6,0,16,37,0,"1,053","1,674",1
OH,2021/09/30,1,"31,876","24,870",431,13,989,"3,542",79,"24,870","31,876",72
NE,2021/02/25,1,"4,411","3,040",21,0,47,164,2,"3,040","4,411",0
PA,2020/10/18,1,"34,106","25,752",111,1,278,989,13,"25,003","34,106",14
MS,2021/06/20,1,"8,689","5,214",26,2,32,104,1,"5,214","8,689",3
KS,2020/11/10,1,"8,067","5,094",168,1,193,694,1,"5,029","8,067",9
KY,2020/07/15,1,"12,400","8,403",33,0,0,0,21,"8,403","12,212",7
MN,2021/02/19,1,"10,008","7,469",55,0,51,277,9,"7,469","10,008",4
IL,2020/06/20,1,"29,414","16,651",,,,,,"16,651","27,518",16
MI,2020/03/08,1,4,0,,,,,,0,4,0
CA,2021/10/07,1,"65,063","51,141",391,14,"1,172","4,125",77,"51,141","65,063",91
ME,2021/02/24,1,"3,318","2,292",7,1,24,75,1,"2,292","3,318",0
LA,2022/01/31,1,"12,794","9,619",225,22,417,"1,823",46,"9,619","12,794",17
ID,2021/07/17,1,"3,763","2,303",12,0,42,109,1,"2,303","3,763",1
NJ,2021/06/08,1,"21,586","14,923",36,1,86,358,3,"14,923","21,586",5
WY,2021/04/02,1,"1,732",758,7,0,5,20,0,758,"1,732",1
MI,2021/11/25,1,"22,567","18,454",497,5,871,"3,924",41,"18,454","22,567",48
DC,2021/03/25,1,"3,453","2,679",13,2,44,140,11,"2,679","3,453",2
MO,2020/05/28,1,"20,761","11,849",,,,,,"11,849","20,379",6
HI,2021/04/01,1,"2,643","1,880",6,0,9,36,0,"1,880","2,643",0
SD,2021/05/31,1,"2,586","1,269",3,0,10,30,1,"1,269","2,586",1
KS,2021/12/15,1,"8,538","5,654",117,2,198,731,4,"5,654","8,538",6
WY,2021/02/05,1,"1,732",747,6,0,8,41,0,747,"1,732",0
VI,2021/04/03,1,168,67,0,0,4,4,0,67,168,0
HI,2020/12/08,1,"2,485","1,713",12,0,17,49,0,"1,713","2,485",0
FL,2020/12/01,1,"55,368","42,859",723,15,928,"4,433",35,"42,859","55,368",56
KS,2020/04/12,1,"2,243",646,,,,,,646,"2,207",0
WV,2021/08/13,1,"6,462","4,774",42,2,111,329,7,"4,774","6,462",7
IA,2020/03/01,1,50,31,,,,,,31,50,0
NJ,2020/07/19,1,"3,806","2,931",20,5,79,267,41,"2,422","3,806",0
WV,2020/01/29,1,32,29,,,,,,29,32,0
ME,2022/02/09,1,"2,955","2,245",26,2,79,344,5,"2,245","2,955",0
VI,2022/01/05,1,168,95,3,1,3,11,2,95,168,0
NJ,2020/11/15,1,"22,233","15,877",259,1,350,"2,017",6,"15,877","22,233",27
TN,2020/11/29,1,"20,196","12,300",291,2,633,"2,330",20,"12,300","19,357",95
NC,2022/01/19,1,"23,606","18,913",674,19,837,"4,614",123,"18,913","23,606",57
WY,2021/11/11,1,"1,748",952,18,1,37,163,0,952,"1,748",2
CO,2021/06/24,1,"11,635","8,095",41,1,125,278,7,"8,095","11,635",1
VT,2020/04/18,1,"1,115",471,,,,,,471,"1,007",0
MT,2022/01/28,1,"2,760","1,899",61,8,41,301,6,"1,899","2,760",3
VT,2020/10/05,1,"1,303",742,0,0,0,2,0,742,"1,303",0
MD,2021/09/12,1,"11,251","9,336",81,0,194,780,12,"9,336","11,251",10
AL,2021/09/08,1,"15,424","12,279",353,19,857,"2,719",54,"12,279","15,424",57
AL,2021/02/23,1,"14,932","11,221",123,1,259,842,10,"11,221","14,932",14
DE,2020/03/29,1,34,29,,,,,,29,34,0
VT,2021/06/01,1,"1,299",847,1,0,1,3,1,847,"1,299",0
WY,2020/06/12,1,"1,160",612,,,,,,612,"1,071",0
WY,2021/08/08,1,"1,755",759,14,0,18,87,2,759,"1,755",1
SD,2021/09/08,1,"2,879","1,825",26,0,61,197,3,"1,825","2,879",3
TX,2020/07/28,1,"58,007","42,112","1,017",25,"3,008","9,764",30,"41,916","58,007",157
OR,2021/12/19,1,"6,980","5,502",29,2,102,375,6,"5,502","6,980",5
IA,2020/12/26,1,"8,126","4,226",68,2,112,547,5,"4,226","8,126",15
NH,2020/12/22,1,"3,117","2,210",36,0,70,278,0,"2,210","3,117",2
ME,2021/04/28,1,"3,306","2,344",15,0,55,115,2,"2,344","3,306",1
TX,2021/12/18,1,"66,132","50,266",440,19,970,"3,058",73,"50,266","66,132",51
NE,2021/03/03,1,"4,365","3,011",22,0,35,149,3,"3,011","4,364",0
IL,2021/02/13,1,"32,166","21,370",169,1,349,"1,513",13,"21,370","32,166",28
MS,2021/05/07,1,"8,729","5,613",18,1,64,180,1,"5,613","8,729",3
MN,2022/01/25,1,"9,256","7,857",227,16,235,"1,517",70,"7,857","9,256",17
MO,2020/12/26,1,"17,351","11,719",236,1,640,"2,306",18,"11,719","17,351",46
OH,2021/05/22,1,"32,201","22,855",121,3,236,791,21,"22,855","32,201",5
IL,2021/09/05,1,"31,217","21,461",276,5,516,"2,055",34,"21,461","31,217",24
ID,2021/01/23,1,"3,680","2,100",22,1,63,194,4,"2,100","3,680",4
TN,2021/11/28,1,"20,165","13,522",96,4,254,829,11,"13,522","20,165",18
WY,2020/03/14,1,14,7,,,,,,7,14,0
KS,2021/10/21,1,"8,491","5,444",64,3,133,404,4,"5,444","8,491",7
NC,2020/08/17,1,"21,350","18,264",80,1,313,903,8,"18,029","21,350",19
CA,2021/08/27,1,"66,113","53,188",928,23,"1,987","8,256",119,"53,188","66,113",89
MD,2021/07/22,1,"11,300","9,525",24,1,36,159,4,"9,525","11,300",0
UT,2021/01/29,1,"6,242","3,995",70,3,139,415,0,"3,995","6,242",2
MO,2020/08/26,1,"18,819","12,356",98,4,257,726,11,"11,961","18,819",11
IL,2021/09/24,1,"31,300","23,395",241,4,410,"1,702",19,"23,395","31,300",25
NE,2020/07/07,1,"5,300","3,110",0,,1,9,,"3,110","5,156",1
IA,2021/10/28,1,"7,555","5,445",64,2,117,484,9,"5,445","7,555",9
HI,2020/02/26,1,4,0,,,,,,0,4,0
CT,2021/09/04,1,"8,142","6,273",34,1,102,351,4,"6,273","8,142",5
IN,2020/08/23,1,"16,673","9,525",41,0,166,480,2,"9,525","16,673",6
VA,2021/09/29,1,"18,394","14,263",155,8,464,"1,714",14,"14,263","18,394",33
WI,2020/06/20,1,"12,067","7,734",,,,,,"7,734","11,826",0
NC,2021/07/04,1,"23,905","16,585",38,0,112,371,7,"16,585","23,905",27
FL,2020/12/02,1,"58,076","45,108",619,6,922,"4,418",33,"45,108","58,076",59
IN,2020/06/06,1,"14,045","7,543",,,,,,"7,543","13,803",12
SC,2021/10/05,1,"10,762","8,757",133,5,437,"1,471",25,"8,757","10,762",37
NY,2020/06/23,1,"34,015","23,082",0,0,0,3,0,"23,082","33,153",10
